ID,CATEGORY,CLUE,ANSWER,CLASSIFICATION
240,ATHLETES IN THE HEADLINES,"In 2016 Tamara James, formerly of this league's Washington Mystics, was elected mayor of Dania Beach, Fla.",the WNBA,Literature
238,AMERICAN LITERATURE,"After a stint as a Hollywood screenwriter, Nathanael West wrote this Hollywood novel, his last",<i>The Day of the Locust</i>,Literature
280,"""N""TICE ME!","An instrumental figure in ending school segregation, Roy Wilkins headed this organization for over 20 years",the NAACP,History
171,PUNCHY WRITERS,"He discussed Ali vs. Foreman in his book ""The Fight"" & in the 1996 film ""When We Were Kings""",Norman Mailer,Other
271,RECENT MOVIES,Rosario Dawson moves into the title domicile in this 2023 film based on a Disney attraction,the <i>Haunted Mansion</i>,Other
438,DISNEY SONGS,Simba & Nala sing it on realizing they've found romance,"""Can You Feel The Love Tonight""",History
249,"SAY WHAT, BOB?","A railroad man ""smoked my eyelids / and punched my"" this--sure you haven't got that backwards, Bob?",a cigarette,Geography
413,JOURNALISM CLICHES,"A recent search on the nexis.com database found 580 uses in a month of ""shrouded in secrecy"" or ""shrouded in"" this",mystery,Other
347,PEAKS & VALLEYS,"Numerous <a href=""https://www.j-archive.com/media/2022-10-26_J_10.jpg"" target=""_blank"">fumaroles</a> in a volcanic region of Alaska gave it the name Valley of the Ten Thousand these",Smokes,Geography
462,CHARITABLE FOLKS,"L.A. has a contemporary art museum & a playhouse named for <a href=""http://www.j-archive.com/media/2018-03-02_J_20.jpg"" target=""_blank"">this</a> music & movie mogul",David Geffen,Other
389,ENRAPTURED WITH RAPTORS,"In 1982 biologists began capturing the California species of this bird to breed it & save it from extinction; so far, so good",the California condor,Science
219,DAYS IN...,Y.A. Tittle & Johnny Unitas played coaches in this 1999 Al Pacino film,<i>Any Given Sunday</i>,Other
308,BUSINESS & INDUSTRY,In 1994 Hormel's 5 billionth can of this luncheon meat rolled off the assembly line,Spam,History
245,THE 1940s,"This PM was Time Magazine's Man of the Year for the first & last years of the 1940s, 1940 & 1949",Winston Churchill,History
214,MAGAZINES,"A combination of bits processed by a computer as a unit, or a computer magazine",byte,Science
278,NOTABLE WOMEN,This current senator's maiden name was Dianne Goldman,Feinstein,History
442,"""HOUSE""",A get-to-know-me party given by someone who's just moved in,a housewarming,Other
287,THEY DIFFER BY ONE LETTER,A mallard's playing card set,a duck deck,Other
217,ANGELIC SONGS,"In 1961, Curtis Lee described these as ""Pretty Little""","""Angel Eyes""",Other
106,IT'S A CONSPIRACY!,Meryl Streep played this nuclear plant employee some believe was killed while trying to blow the whistle,(Karen) Silkwood,Other
197,POTENT QUOTABLES,Famous poetical drinking instruction Ben Jonson gave “to Celia”,drink to me only with thine eyes,Literature
435,AFTER-SCHOOL CLUBS,"It's Greek to me, but you math whizzes might recognize the <a href=""http://www.j-archive.com/media/2014-07-22_J_29.jpg"" rel=""external"">logo</a> for this national honor society",Mu Alpha Theta,Other
318,LET'S SEE IF IT PAYS OFF FOR 'EM,"In 1996, one year after its founding, AuctionWeb moved more than $7 million in merchandise & in 1997 got this new name",eBay,Other
425,"SOUNDS KINDA ""IFF""-Y","The first ""T"" in GATT, they're taxes one nation puts on goods imported from another",Tariffs,Other
409,ARTISTS,Houdon's marble statue of this Enlightenment philosopher seated is at the Comedie Francaise,Voltaire,History
61,SUFFIXES,"It's used to denote residency, like in Brooklyn, or adherence to a person, like Mr. Ludd",-ite,Other
12,SKIPPER,"In 1847 Francis Crozier took over the Northwest Passage expedition of Erebus & this ship, the title of an AMC show",the <i>Terror</i>,Other
301,CALENDAR GIRLS,"Donna Douglas played this ""Beverly Hillbillies"" gal on TV & Erika Eleniak played her in the 1993 movie",Elly May,Literature
315,"<a href=""https://www.j-archive.com/media/2022-02-08_J_Cat6.mp4"">STUFF YOU SHOULD KNOW</a>","(<a href=""https://www.j-archive.com/media/2022-02-08_J_18.mp4"">Chuck Bryant reads the clue.</a>)  In 2014, a so-called ""hurricane"" 600 miles wide arose in the ionosphere over the North Pole; the cyclone was composed of this substance dubbed ""the 4th state of matter""",plasma,Science
250,"FILE UNDER ""F""","Justice Felix, or a hot dog",Frankfurter,Literature
450,YOU DON'T MESS WITH THE LOHAN,"Lindsay rumbled with this ""Simple Life"" star over her ex, Stavros Niarchos",Paris Hilton,Other
300,I SAT IN FOR REGIS,"The 1993 NASCAR Rookie of the Year, this driver of the 24 car has zoomed into Regis' chair a few times",Jeff Gordon,Other
248,IN THE MILITARY?,"The head of a large business firm may be called this naval rank ""of industry""",captain,Other
1,JANUARY HOLIDAYS & OBSERVANCES,January 3 is admission day in this state that celebrates being No. 49,Alaska,Other
241,HAPPY CAMPERS,"This Calif. natl. park's Lodgepole Campground is 2 miles from the Giant Forest, home of the General Sherman tree",Sequoia,Geography
498,HUNGARY?,"Meaning ""famous ruler"", it's the first name of cinematographer Kovacs & painter Moholy-Nagy",Laszlo,History
242,CAMELS,Camels are widely used on farms in the Punjab region of India & this country,Pakistan,Science
392,SCUBA DIVING,In 1996 the destroyed HMCS Columbia was sunk to make an artificial one of these for divers,reef,History
263,NEW ENGLAND HODGEPODGE,"Rockland, the ""Schooner Capital of"" this state, celebrates Schooner Days once a year",Maine,History
382,THE NEW WORLD,Ponce de Leon explored much of Florida while looking for this,the Fountain of Youth,History
326,THE NEANDERTHALS,"Some Neanderthals hunted megafauna like the mammoth, the wooly rhino & this wild ox, the ancestor of domestic cattle",the aurochs,History
351,THE 50 STATES,An 1881 resolution established that this state's name was to be spelled one way but pronounced another,Arkansas,Geography
62,QUOTABLE QUOTES,"In 1971, as head of the National Security Council, he said that power ""is the great aphrodisiac""",Kissinger,History
189,HISTORY,In 1795 the British captured Cape Town from this European power,the Netherlands,History
418,PEOPLE,"She lamented, ""People only want to remember me for that one shower scene in 'Psycho'""",Janet Leigh,History
446,THIS JUST IN,"Election news! the town of Rabbit Hash in this ""Bluegrass State"" elected Lucy Lou, a border Collie, as its new mayor",Kentucky,History
420,HOW TO MARRY A MILLIONAIRE,"Like Manilow's ""Lola"",  <a href=""http://www.j-archive.com/media/2006-04-20_J_11.jpg"" target=""_blank"">Evelyn Nesbitt</a> was one of these theater females; in 1906, her rich, crazy husband shot her ex-lover",showgirl,History
329,BAD NEWS,"This painter said ""Ear's to ya"" when he attacked roommate Paul Gauguin in late 1888",Vincent Van Gogh,History
281,SHAKING UP SHAKESPEARE,"Coach Benedick & Professor Beatrice face off in ""About Face"", a college-set musical update of this comedy",<i>Much Ado About Nothing</i>,History
345,THIS PLACE IS DUELSVILLE,"Pushkin fought his fatal duel in this city, just 34 years after it was founded",Saint Petersburg,Geography
276,"<a href=""https://www.j-archive.com/media/2022-09-25_TJ_Cat6.mp4"">FASHION WITH BUZZY COHEN</a>","(<a href=""https://www.j-archive.com/media/2022-09-25_TJ_19.mp4"">Buzzy Cohen delivers the clue.</a>)  Back in the 1930s, the high fliers of the U.S. Army Air Corps needed eye protection & Ray-Ban came through with what we now call this iconic style of sunglasses, whose name means ""pilots""",the aviator,History
457,NICARAGUA,"Nicaragua is the poorest country in Central America & 300,000 of its 6 million people have moved to this country just south",Costa Rica,Geography
422,THE OSCARS,Oscar holds one of these,sword,Literature
116,TOUGH HISTORY,Name for the style seen here after a king who reigned from 1643 to 1715:,Louis XIV,History
279,LITERARY TABLOID HEADLINES,"1597:
""Families vow to end feud after Verona teens' double suicide""",<i>Romeo and Juliet</i>,Literature
117,MUSICAL A TO Z,"""O"" is for this interval between a note & its first overtone",an octave,Other
297,POP MUSIC,"He didn't do too badly in 1982 with ""Hurts So Good""",John Cougar (Mellencamp),History
53,DAM IT!,This dam holds back the water in Lake Nasser,Aswan High Dam,Geography
48,ENDS IN A DOUBLE VOWEL POTPOURRI,"Home to up to 20,000 people, this city had a catastrophically bad day in 79 A.D.",Pompeii,History
155,CELEBRITIES,"An Oscar-winner for ""Dreamgirls"", in 2022 <a href=""https://www.j-archive.com/media/2022-10-18_J_01.jpg"" target=""_blank"">she</a> became an EGOT, adding a Tony for ""A Strange Loop"", which she co-produced",(Jennifer) Hudson,Other
313,ISTHMUS BE THE PLACE,The isthmus of Tehuantepec is near this country's Tabasco Plain,Mexico,Geography
121,COLORFUL MOVIES,"""Pirates of the Caribbean: The Curse of the ____ Pearl""",Black,Other
269,1776,"On December 5, at the College of William and Mary, this first fraternity was founded",Phi Beta Kappa,History
304,SHOW & TELL,"<a href=""http://www.j-archive.com/media/2011-05-04_J_04.jpg"" target=""_blank"">This</a> dog's coat protects it from frigid temperatures",Afghan,Other
497,A LIGHT CATEGORY,The perpetual light in one of these houses of worship is kept burning over the ark,a synagogue,Other
480,"JAMAICA, JORDAN OR JAPAN",It was once populated by a people known as the Nabataeans,Jordan,Geography
401,WRITERS OF COLONIAL AMERICA,Diarist William Byrd portrayed life in this colony where he owned a large James River plantation,Virginia,History
159,THE WONDERFUL WORLD OF SYDNEY,The Sydney Opera House is on the harbor; the shells of its roof are known by this nautical name,sails,Other
245,THE 1940s,"This PM was Time Magazine's Man of the Year for the first & last years of the 1940s, 1940 & 1949",Winston Churchill,History
367,STATE THE NATIONAL MONUMENT,Little Bighorn Battlefield,Montana,Geography
167,THE ARTS,"Sadly, mental illness ended the career of <a href=""https://www.j-archive.com/media/2023-05-22_J_02.jpg"" target=""_blank"">this</a> Russian-born ballet dancer in 1919 while he was still in his 20s",Nijinsky,Other
242,CAMELS,Camels are widely used on farms in the Punjab region of India & this country,Pakistan,Geography
292,4th CENTURY BOOKSTORE,"Chrysostom's book about parenting says don't overdo this: ""Threaten (a child) with the tawse, but do not lay it on""",beating a child,Literature
380,FRUITS & VEGETABLES,The egg-shaped plum variety of this makes a great spaghetti sauce,the tomato,Other
206,YOU'VE GOT TASTE,The Oyster Perpetual is a legendary watch from this upscale brand,Rolex,Other
368,WEATHER,"Their names for '85 include Nana, Bob, Claudette, & Danny",hurricanes,Science
144,AND THE GIRLS ARE PRETTY,19th c. Brits praised the beauty of the women in this disputed area of northern India & northeastern Pakistan,Kashmir,Geography
111,SCIENTISTS & INVENTORS,In 1914 Max Planck helped Einstein get a position at the Kaiser Wilhelm Physical Institute in this capital,Berlin,History
45,THE FOOL,"In 1519 this Aztec welcomed Cortes with gold, perhaps thinking the explorer was a god; he died in 1520",Montezuma,History
260,SMALL-SCREEN CRIME FIGHTERS,"Played by Don Knotts, this small-screen cop helped keep the peace in Mayberry",Barney Fife,Other
361,SHAKESPEAREAN ROUND-UP,"Duke Senior is banished to the Forest of Arden by his brother in this ""amenable"" play",<i>As You Like It</i>,Literature
160,TO BE PRECISE,"Any pigeon can properly be called this, though usually only a small or pretty one is",a dove,Science
323,WORLD LITERATURE,"Born Jean-Baptiste Poquelin in 1622, he wrote his comedies under this pen name",Moli&egrave;re,Literature
211,CITY SPELLING,The NYC borough that includes Wall Street,M-A-N-H-A-T-T-A-N,Geography
82,RHYME SPREE,"Exultant, high-spirited merriment",glee,Other
104,SPORTS,Only Bill Hartack & Eddie Arcaro have each won it 5 times,Kentucky Derby,History
26,"GIVE ME 5 ""CC""s",This ball-rolling game is a Special Olympics event,bocce,Other
131,WARBIRDS,"Britain's WWI S.E.5 fighter carried 2 of these, a Vickers fixed in the nose & a movable Lewis attached to the upper wing",machine guns,History
143,CATS UP,Close friends of this garbage-can-dwelling Hanna-Barbera feline get to call him T.C.,Top Cat,Other
250,"FILE UNDER ""F""","Justice Felix, or a hot dog",Frankfurter,Other
246,YOU'LL NEED SOME BACKUP,& the Revolution,Prince,Other
241,HAPPY CAMPERS,"This Calif. natl. park's Lodgepole Campground is 2 miles from the Giant Forest, home of the General Sherman tree",Sequoia,Geography
392,SCUBA DIVING,In 1996 the destroyed HMCS Columbia was sunk to make an artificial one of these for divers,reef,History
120,WEDDINGS,Among this person's traditional duties are to pay the officiant & sign the marriage license as a witness,the best man,Other
123,1947,Thor Heyerdahl spent 101 days sailing this raft from Peru to Polynesia,<i>Kon-Tiki</i>,History
4,ARCHITECTURE,"This term for wooden paneling comes from the Middle Dutch ""wagenschot"", perhaps meaning wagon wood",wainscoting,Other
482,MACHINES NEVER BUILT,This Reagan administration plan included anti-missile lasers & particle beams,Star Wars,History
213,PAINTING & SCULPTURE,"A painting applied to & made integral with a wall or ceiling, its name is from Latin for ""wall""",Mural,Other
326,THE NEANDERTHALS,"Some Neanderthals hunted megafauna like the mammoth, the wooly rhino & this wild ox, the ancestor of domestic cattle",the aurochs,History
315,"<a href=""https://www.j-archive.com/media/2022-02-08_J_Cat6.mp4"">STUFF YOU SHOULD KNOW</a>","(<a href=""https://www.j-archive.com/media/2022-02-08_J_18.mp4"">Chuck Bryant reads the clue.</a>)  In 2014, a so-called ""hurricane"" 600 miles wide arose in the ionosphere over the North Pole; the cyclone was composed of this substance dubbed ""the 4th state of matter""",plasma,Science
90,CHEERS,It's the booze that's in both a Bloody Mary & a screwdriver,vodka,Other
371,HOW TO,"In Italy, with pronto, in the Netherlands, with your name, & in the U.S., with hello",how do you answer the telephone,Other
32,COLORFUL OSCAR-WINNING FILMS,"I'm just Wilde about Harry Stradling, who won a cinematography Oscar for this novel adaptation",<i>The Picture of Dorian Gray</i>,Literature
330,WHICH CAME FIRST?,"Castro,
Stalin,
Lenin,
Tito",Lenin,History
8,TIME FOR AN APP,"The ""world's largest professional network"", it's like Facebook but for finding jobs & making business connections",LinkedIn,Other
175,THINGS WITH POCKETS,A fob pocket on a vest or a pair of pants was originally designed to carry this,a watch,History
43,HOMOPHONES,"Someone residing in a foreign land; or, Drew Bledsoe, now with the Buffalo Bills",expatriate/ex-Patriot,Other
210,SPORTSMEN,"(<a href=""http://www.j-archive.com/media/2005-06-14_DJ_05.jpg"" target=""_blank"">Hi, I'm Trent Green of the Kansas City Chiefs in the NFL.</a>)  When the Chiefs won their first Super Bowl in 1970, they were led by this quarterback",Len Dawson,Other
104,SPORTS,Only Bill Hartack & Eddie Arcaro have each won it 5 times,Kentucky Derby,History
92,GOVERNMENT AT YOUR SERVICE,"You can click on ""Where's My Refund?"" on this federal agency's website",the IRS,Other
303,FAMOUS PAIRS,"They were first paired up in the RKO film ""Flying Down to Rio""; ""Top Hat"" was a more successful venture for them & the studio",Fred Astaire & Ginger Rogers,Other
212,GOPHER THE GUSTO,"Sinclair Lewis' ""Main Street"" takes place in Gopher Prairie in this state",Minnesota,Literature
140,WOODWORKING,"<a href=""http://www.j-archive.com/media/2008-01-24_DJ_30.mp4"">If the joint called mortis and this</a> is too deep, you get movement; too short, there's not enough gluing surface",tenon,Science
0,COLLEGES & UNIVERSITIES,"This Hanover, New Hampshire college was established in 1770 when Eleazer Wheelock erected a single log hut",Dartmouth,Geography
220,HISTORY,Colliers Encyclopedia says this bizarre czar was entirely lacking in mental stability,Ivan the Terrible,History
390,ITALIAN COOKING,"Name for a platter of sausage, fish, vegetables & cheese, but only if served before the pasta course",antipasto,Other
89,"LOCUTION, LOCUTION, LOCUTION",To be extremely nervous or agitated is to be like this title of a Tennessee Williams play,<i>Cat on a Hot Tin Roof</i>,Literature
391,ANCIENT WORLDS,"Circa 8 A.D., Wang Mang seized this country's throne & founded his own dynasty",China,History
240,ATHLETES IN THE HEADLINES,"In 2016 Tamara James, formerly of this league's Washington Mystics, was elected mayor of Dania Beach, Fla.",the WNBA,History
260,SMALL-SCREEN CRIME FIGHTERS,"Played by Don Knotts, this small-screen cop helped keep the peace in Mayberry",Barney Fife,Other
132,FARMING,The main type of farming on the western grasslands of the U.S. is this type of ranching,cattle ranching,Geography
149,THE BIBLE,1 of 2 groups to whom Paul wrote 2 New Testament epistles,Corinthians (and the Thessalonians),History
335,ACTOR-DIRECTORS,"His career as an actor-director has been largely a ""rocky"" one but also includes ""The Expendables""",(Sylvester) Stallone,Other
441,SCIENCE,Environment in which you'd find the hairy blenny at home,the ocean (tropical waters),Science
419,QUOTATIONS,"Vince Lombardi said ""There are three important things in life: family, religion and"" this team",the Green Bay Packers,History
242,CAMELS,Camels are widely used on farms in the Punjab region of India & this country,Pakistan,Geography
469,THE ADAMS FAMILY,"""The Education of"" this ""Adams"" is considered a classic in American literature",Henry Adams,History
50,THIS MUST BE BELGIAN,"It's the Belgian town in the title of the artwork <a href=""http://www.j-archive.com/media/2005-05-25_J_22.jpg"" target=""_blank"">seen</a> <a href=""http://www.j-archive.com/media/2005-05-25_J_22a.jpg"" target=""_blank"">here</a>",Waterloo,Geography
159,THE WONDERFUL WORLD OF SYDNEY,The Sydney Opera House is on the harbor; the shells of its roof are known by this nautical name,sails,Geography
387,UTENSILS,"This graduated tube with a rubber bulb is used to suck up liquid & drizzle it over meat, like a turkey on Thanksgiving",a baster,Other
439,U.S. GEOGRAPHY,"This state's highest point is Puu Wekiu, a cinder cone atop Mauna Kea",Hawaii,Geography
115,BILLY IDLE,"Thanks to George, he had plenty of off time between his 5 stints as manager of the New York Yankees",Billy Martin,History
464,THAT'S A CAR MODEL,A Volkswagen hatchback: a sport you can literally take a whack at,a Golf,Other
181,POTENT POTABLES,"Lying north of Burgundy & east of Paris, this region turns its black pinot noir grapes into sparkling wines",Champagne,Geography
44,PRISONERS' SENTENCES,"This civil rights leader penned his ""Letter From the Birmingham Jail"" on April 16, 1963",Dr. Martin Luther King Jr.,History
496,"RATED ""EX""","French for ""chessboard"", it's the British version of our treasury",the exchequer,Other
91,THE 1980s,"In 1985, 55 years after his death, a memorial to D.H. Lawrence was unveiled in this church's Poet's Corner",Westminster Abbey,Literature
244,"ON THE ""B""-LIST","The late, great Bill Monroe was considered ""The Father of"" this type of music",Bluegrass,History
338,INTERNATIONAL CUISINE,Hungary is famous for this beef stew flavored with paprika,goulash,Geography
302,"JAVA, THE HUT","After World War II, Paris's Cafe de Flore became awash with tourists hoping to find <a href=""http://www.j-archive.com/media/2007-04-20_J_30.jpg"" target=""_blank"">this</a> man pondering the purpose of being",(Jean-Paul) Sartre,Literature
293,3-LETTER SPANISH WORDS,"Domingo, Lunes or Martes, for example",Dia,Other
382,THE NEW WORLD,Ponce de Leon explored much of Florida while looking for this,the Fountain of Youth,History
280,"""N""TICE ME!","An instrumental figure in ending school segregation, Roy Wilkins headed this organization for over 20 years",the NAACP,History
180,JEOPORTMANTEAU!,Thane of Cawdor plus birthplace of Jesus,Macbethlehem,Other
312,TRAVELING ABROAD,Take firth things firth; the Antonine Wall was built across Scotland from the Firth of Clyde to this firth,the Firth of Forth,Geography
168,PLAYS BY CHARACTER,"Vladimir,
Estragon,
Lucky,
Pozzo",<i>Waiting for Godot</i>,Literature
454,CITY SPEAK,Syndrome (coined in the 1970s),Stockholm,Geography
304,SHOW & TELL,"<a href=""http://www.j-archive.com/media/2011-05-04_J_04.jpg"" target=""_blank"">This</a> dog's coat protects it from frigid temperatures",Afghan,Other
395,THE 1880s,In 1883 Belle Starr was convicted of stealing these,horses,History
81,DESERT SURVIVAL SKILLS,"(<a href=""http://www.j-archive.com/media/2007-12-20_DJ_27.jpg"" target=""_blank"">Kelly of the Clue Crew walks through brush in White Sands National Monument, NM.</a>) Be very careful relying on desert plants for food & drink; avoid any that have red seeds, milky sap, or leaves that are digitate, meaning shaped like an open one of these",a hand,Science
208,LABOR,"From Spanish for ""arm"", name for migrant fruit pickers",braceros,Other
264,HOW DOES YOUR GARDEN GROW?,The finlike structures on the underside of mushroom caps are called these,Gills,Science
331,TECH COMPANIES?,"In 2007 President Bush said he'd do this ""to the finish...that's one way to ensure that I am relevant""",sprint,History
169,NEO GEO,"As an important source of this metal from the 1400s on, Ghana was previously known as this ""Coast""",gold,Geography
173,"CROSSWORD CLUES ""E""",Having keen vision (5-4),eagle-eyed,Other
179,EUROPEAN POETS & POETRY,"In 1776 Karl August, Duke of Saxe-Weimar, appointed this poet to his cabinet as privy councilor",Goethe,Literature
366,HOSPITALS,"Now closed, the D.C. hospital named for him opened in 1909 & in WWI, went from 80 beds to 2,500 in months",Walter Reed,Other
142,"DUKE, DUKE","The ancient British noble title ""Duke of"" this WWII landing place began with William the Conqueror",Normandy,History
471,NOVELS,"Billy, whose dogs are Old Dan & Little Ann, finds out ""Where"" this ""Grows"" in a book by Wilson Rawls",<i>the Red Fern</i>,Literature
360,I WANT TO SUCK YOUR BLOOD!,Terminix offers a 30-day guarantee when removing these bloodsuckers--90 days if you buy a mattress encasement,bedbugs,Other
95,"LET THERE BE ""LIGHT""","An old saying goes, ""Many hands make"" this",light work,Other
273,"ON ""Q""",It's the Indian name for a large hard-shell clam,a quahog,Other
414,SCI FI MOVIE SUMMARIES,1977: Certain folks can't get a Wyoming landmark out of their heads & go there to meet new friends,<i>Close Encounters of the Third Kind</i>,Other
186,POP CULTURE BEFORE & AFTER,"Ken's rhyming dream abode in the film ""Barbie"" hatches into a prequel of ""Game of Thrones""",a <i>Mojo Dojo Casa House of the Dragon</i>,Other
265,TV STARS,"Maureen McCormick, who played Marcia on this TV series, recorded a country music album in 1995",<i>The Brady Bunch</i>,Other
244,"ON THE ""B""-LIST","The late, great Bill Monroe was considered ""The Father of"" this type of music",Bluegrass,Other
408,STATE CAPITALS,It lies at the confluence of the Mississippi & Minnesota rivers,St. Paul,Geography
167,THE ARTS,"Sadly, mental illness ended the career of <a href=""https://www.j-archive.com/media/2023-05-22_J_02.jpg"" target=""_blank"">this</a> Russian-born ballet dancer in 1919 while he was still in his 20s",Nijinsky,Other
89,"LOCUTION, LOCUTION, LOCUTION",To be extremely nervous or agitated is to be like this title of a Tennessee Williams play,<i>Cat on a Hot Tin Roof</i>,Literature
65,AMERICAN HISTORY,"Incorporated as a city in 1881, it later became the territorial capital, then state capital of Arizona",Phoenix,History
210,SPORTSMEN,"(<a href=""http://www.j-archive.com/media/2005-06-14_DJ_05.jpg"" target=""_blank"">Hi, I'm Trent Green of the Kansas City Chiefs in the NFL.</a>)  When the Chiefs won their first Super Bowl in 1970, they were led by this quarterback",Len Dawson,History
192,THAT'S A FACT,"The Peruvian part of this lake covers more than 1,900 square miles but even more importantly, it's funny to say",Titicaca,Geography
